MELI;13/10/2017 12:58:50;NA;596;711596;NA;3157432;811793;NA;3130103;850000
MNST;13/10/2017 12:58:55;NA;0;9660;NA;1398891;1856035;NA;1398891;1918229
MSFT;13/10/2017 12:58:59;NA;419816;17930000;NA;16876538;19967098;NA;16876538;17683799
MU;13/10/2017 12:59:03;NA;208658;37320000;NA;66789764;30723946;NA;66789764;31665064
MXIM;13/10/2017 12:59:06;NA;0;1770000;NA;1447144;2026895;NA;1447144;1858234
MYL;13/10/2017 12:59:10;NA;NA;NA;NA;3954181;7136870;NA;3954181;8134935
NCLH;13/10/2017 12:59:14;NA;9349;3210000;NA;33545860;2476684;NA;33545860;2905333
NFLX;13/10/2017 12:59:19;NA;156032;6700000;NA;7753341;7345480;NA;7753341;6396312
NTAP;13/10/2017 12:59:23;NA;14171;2900000;NA;3473601;3162407;NA;3473601;2970536
NTES;13/10/2017 12:59:26;NA;57;1330000;NA;899960;1307072;NA;899937;1422586
NVDA;13/10/2017 12:59:33;NA;229959;16450000;NA;13207315;16744613;NA;13207315;16477390
NXPI;13/10/2017 12:59:39;NA;2;1560000;NA;1273664;1679160;NA;1273664;1521657
ORLY;13/10/2017 12:59:42;NA;4624;1050000;NA;707092;1375143;NA;707092;1184424
PAYX;13/10/2017 12:59:46;NA;16803;2190000;NA;2055148;2208896;NA;2055148;2115045
PCAR;13/10/2017 12:59:50;NA;18458;1690000;NA;2732121;1636629;NA;2732121;1600684
PCLN;13/10/2017 12:59:54;NA;2588;363531;NA;235260;427736;NA;235260;447798
PYPL;13/10/2017 12:59:57;NA;76312;6970000;NA;8888300;7331030;NA;8888300;6496193
QCOM;13/10/2017 13:00:01;NA;78219;7700000;NA;7062303;8290338;NA;7062303;7421343
QVCA;13/10/2017 13:00:05;NA;0;3860000;NA;4455769;3727478;NA;4455769;3982285
REGN;13/10/2017 13:00:10;NA;4036;837981;NA;704789;742804;NA;704789;746443
ROST;13/10/2017 13:00:13;NA;20444;2790000;NA;3254305;3492727;NA;3254305;3378322
SBAC;13/10/2017 13:00:19;NA;6323;2030000;NA;1147346;1483024;NA;1147346;1663768
SBUX;13/10/2017 13:00:23;NA;77249;8580000;NA;7234267;10153284;NA;7234267;9046864
SIRI;13/10/2017 13:00:27;NA;181350000;121630000;NA;20327637;17494256;NA;20327637;16016709
SRCL;13/10/2017 13:00:32;NA;4483;647076;NA;816712;745846;NA;816712;797724
STX;13/10/2017 13:00:39;NA;15136;4850000;NA;5111119;5475684;NA;5111119;4651885
SWKS;13/10/2017 13:00:44;NA;9802;1500000;NA;1103417;1606075;NA;1103417;1450730
SYMC;13/10/2017 13:00:48;NA;32283;6050000;NA;3770596;6716566;NA;3770596;6754520
TMUS;13/10/2017 13:00:53;NA;0;3870000;NA;2506553;3604952;NA;2506553;3243671
TRIP;13/10/2017 13:01:07;NA;5690;2560000;NA;2490496;2984590;NA;2490496;3170821
TSCO;13/10/2017 13:01:13;NA;6656;1820000;NA;3094368;2228335;NA;3094368;2002796
TSLA;13/10/2017 13:01:17;NA;16119;5690000;NA;4087048;6039986;NA;4087048;5644646
TXN;13/10/2017 13:01:21;NA;52008;3970000;NA;3537901;4014656;NA;3537901;3884676
ULTA;13/10/2017 13:01:24;NA;3383;1250000;NA;5495992;1360760;NA;5495992;1402534
VIAB;13/10/2017 13:01:29;NA;19229;5360000;NA;17926619;5357960;NA;17926619;5508810
VOD;13/10/2017 13:01:33;NA;76369;2660000;NA;4929492;2603050;NA;4929492;2667783
VRTX;13/10/2017 13:01:37;NA;13244;1540000;NA;1535039;1835249;NA;1535039;1360234
WBA;13/10/2017 13:01:41;NA;48344;6970000;NA;6119253;5806023;NA;6119253;5914845
WDC;13/10/2017 13:01:47;NA;16651;4270000;NA;2160699;4139024;NA;2160699;4193277
WFM;13/10/2017 13:01:51;NA;0;6390000;NA;NA;NA;NA;NA;NA
XLNX;13/10/2017 13:01:55;NA;13059;2160000;NA;2185935;2378466;NA;2185935;2195203
AABA;13/10/2017 14:03:45;10:03;447399;6730000;10:03;653896;6391570;9:48;447799;6475243
AAL;13/10/2017 14:03:48;NA;2760000;4630000;10:03;445623;5834535;9:48;296642;5946487
AAPL;13/10/2017 14:03:52;10:03;2100000;28860000;10:03;3060542;27339878;9:48;2114694;27913972
ADBE;13/10/2017 14:03:55;10:03;146113;2610000;10:03;200081;2059329;9:48;146400;2143784
ADI;13/10/2017 14:03:59;10:03;115350;2400000;10:03;167537;2257926;9:48;115456;2308313
ADP;13/10/2017 14:04:03;10:03;86553;2630000;10:03;125186;4590166;9:49;86568;4103369
ADSK;13/10/2017 14:04:06;10:04;96747;1820000;10:04;149728;1796521;9:49;96747;1889001
AKAM;13/10/2017 14:04:10;10:03;62362;1620000;10:03;101175;1911213;9:49;64292;1592842
ALXN;13/10/2017 14:04:13;10:03;123011;1560000;10:03;160945;1553300;9:49;123011;1462372
AMAT;13/10/2017 14:04:17;10:04;1330000;10820000;10:04;1964263;10181586;9:49;1327058;10340496
AMGN;13/10/2017 14:04:23;10:04;204096;2670000;10:04;323598;2500587;9:49;204096;2368641
AMZN;13/10/2017 14:04:28;10:04;369190;2990000;10:04;518064;3382040;9:49;369822;3105335
ATVI;13/10/2017 14:04:32;10:04;762242;6060000;10:04;982860;5808538;9:49;762242;5999521
AVGO;13/10/2017 14:04:35;10:04;132129;2520000;10:04;195272;2443520;9:49;132129;2567212
BATRA;13/10/2017 14:04:39;10:03;764;50638;10:03;1068;59870;9:49;764;47254
BATRK;13/10/2017 14:04:42;10:04;5156;132001;10:04;7294;169406;9:49;5156;134134
BBBY;13/10/2017 14:04:46;10:04;228867;4940000;10:04;331651;4278696;9:49;228967;3912597
BIDU;13/10/2017 14:04:49;10:04;284549;2520000;10:04;372269;2916521;9:49;284549;2613754
BIIB;13/10/2017 14:04:53;10:04;97393;1300000;10:04;140292;1261390;9:49;97191;1199324
BMRN;13/10/2017 14:04:59;10:03;59203;1320000;10:04;86755;1316367;9:49;60055;1316057
CA;13/10/2017 14:05:04;10:03;82450;1490000;10:03;114342;2354332;9:50;82450;1940262
CELG;13/10/2017 14:05:08;10:05;309643;4020000;10:05;521673;3626889;9:50;314208;3608971
CERN;13/10/2017 14:05:13;10:05;308496;2230000;10:05;400787;1859973;9:50;308968;1956378
CHKP;13/10/2017 14:05:19;10:04;120769;683396;10:04;148448;845364;9:50;120793;693105
CHTR;13/10/2017 14:05:24;NA;NA;NA;10:05;395929;1798495;9:50;214068;1790354
CMCSA;13/10/2017 14:05:27;10:05;4230000;26340000;10:05;7633039;20905710;9:50;4242494;21486703
COST;13/10/2017 14:05:31;10:05;309969;3480000;10:05;448042;3553501;9:50;310138;3366492
CSCO;13/10/2017 14:05:35;10:05;1430000;19170000;10:05;1937374;19616303;9:50;1434771;20494625
CSX;13/10/2017 14:05:39;10:05;481443;5450000;10:05;604509;6991933;9:50;486448;5744376
CTRP;13/10/2017 14:05:43;10:05;347818;4250000;10:05;446150;4229992;9:50;348645;4634391
CTSH;13/10/2017 14:05:46;10:05;186052;2650000;10:05;220343;2990813;9:50;186052;2830606
CTXS;13/10/2017 14:05:50;10:05;49982;1490000;10:05;72892;1419447;9:50;49982;1502398
DISCA;13/10/2017 14:05:54;10:05;718133;3660000;10:05;1187219;4419536;9:50;724436;3701809
DISCK;13/10/2017 14:05:57;10:05;463098;2670000;10:05;626912;2814826;9:50;463148;2651250
DISH;13/10/2017 14:06:01;10:05;715953;2180000;10:05;952283;1995969;9:51;717553;2017422
DLTR;13/10/2017 14:06:06;10:05;231492;2220000;10:05;304440;2608164;9:51;231492;2694943
EA;13/10/2017 14:06:09;10:06;198545;2220000;10:06;282162;2348082;9:51;198645;2110259
EBAY;13/10/2017 14:06:13;10:06;671418;7380000;10:06;944351;8058592;9:51;671618;7211185
ENDP;13/10/2017 14:06:17;NA;0;12708;10:06;1137945;6055033;9:51;805459;6628954
ESRX;13/10/2017 14:06:20;10:06;288482;3640000;10:06;389076;3208770;9:51;288482;3259451
EXPE;13/10/2017 14:06:24;10:06;136680;1790000;10:06;232588;1882746;9:51;137014;1943923
FAST;13/10/2017 14:06:28;10:06;205728;2680000;10:06;310537;2962253;9:51;208950;2600095
FB;13/10/2017 14:06:32;10:06;2400000;14370000;10:06;3314466;15857487;9:51;2402892;13501586
FISV;13/10/2017 14:06:37;10:06;40853;815248;10:06;58744;768056;9:51;40853;764898
FOX;13/10/2017 14:06:40;NA;NA;NA;10:06;286552;2542049;9:51;229077;2645921
FOXA;13/10/2017 14:06:46;10:06;442213;7580000;10:06;617747;7605123;9:51;443013;6961373
GILD;13/10/2017 14:06:50;10:06;834019;9620000;10:06;1315444;9321046;9:51;834019;9590980
GOOG;13/10/2017 14:06:54;10:06;126977;1330000;10:06;189922;1424526;9:51;126365;1265638
GOOGL;13/10/2017 14:06:57;10:06;174903;1470000;10:06;254458;1618635;9:51;175308;1438218
HSIC;13/10/2017 14:07:01;10:06;39278;1480000;10:06;55901;1223187;9:51;39278;1396653
ILMN;13/10/2017 14:07:06;10:06;39797;737568;10:06;57216;881261;9:52;39797;769989
INCY;13/10/2017 14:07:09;10:06;79386;1940000;10:06;107331;1475876;9:52;79386;1569756
INTC;13/10/2017 14:07:13;10:07;1220000;22750000;10:07;1883375;22190283;9:52;1216087;21823121
INTU;13/10/2017 14:07:17;10:07;128312;1370000;10:07;170245;1295035;9:52;131155;1349187
ISRG;13/10/2017 14:07:22;10:06;82835;754889;10:06;116042;919923;9:52;82854;806244
JD;13/10/2017 14:07:25;10:07;1830000;13600000;10:07;2377151;13072915;9:52;1832894;14337108
KHC;13/10/2017 14:07:29;10:07;344421;3390000;10:07;481060;3087506;9:52;344821;3239725
LBTYA;13/10/2017 14:07:33;10:07;79790;2330000;10:07;128181;2090332;9:52;79790;2175119
LBTYK;13/10/2017 14:07:52;10:07;192302;3260000;10:07;266639;2821703;9:52;192302;NA
LLTC;13/10/2017 14:07:57;NA;NA;NA;NA;NA;NA;NA;NA;NA
LMCA;13/10/2017 14:08:04;16:00;0;357056;NA;NA;NA;NA;NA;NA
LMCK;13/10/2017 14:08:07;NA;NA;NA;NA;NA;NA;NA;NA;NA
LRCX;13/10/2017 14:08:11;10:08;170145;1910000;10:08;254468;2138914;9:53;170322;2001784
LVNTA;13/10/2017 14:08:19;10:07;76421;563945;10:07;103057;583367;9:53;76421;533622
MAR;13/10/2017 14:08:26;10:07;116135;2230000;10:07;246162;2131140;9:53;118565;2297950
MAT;13/10/2017 14:08:30;10:08;358764;8170000;10:08;644555;7548581;9:53;360384;7221806
MDLZ;13/10/2017 14:08:34;10:08;444753;9240000;10:08;658853;8341547;9:53;446253;8975180
MELI;13/10/2017 14:08:38;10:08;132302;711596;10:08;216032;811793;9:53;132302;850000
MNST;13/10/2017 14:08:43;NA;NA;NA;10:08;143332;1856035;9:53;121694;1918229
MSFT;13/10/2017 14:08:47;10:08;2430000;17930000;10:08;3103704;19967098;9:53;2430375;17683799
MU;13/10/2017 14:08:51;10:08;6540000;37320000;10:08;9592803;30727860;9:53;6541054;31665064
MXIM;13/10/2017 14:08:55;10:08;72233;1770000;10:08;109654;2026895;9:53;72427;1858234
MYL;13/10/2017 14:08:59;NA;NA;NA;10:08;1198346;7136870;9:53;996482;8134935
NCLH;13/10/2017 14:09:02;10:08;299539;3210000;10:08;412272;2476684;9:54;299576;2905333
NFLX;13/10/2017 14:09:06;10:08;2980000;6700000;10:08;3805166;7345480;9:54;2975899;6396312
NTAP;13/10/2017 14:09:10;10:09;132303;2900000;10:09;190681;3162407;9:54;132503;2970536
NTES;13/10/2017 14:09:13;10:08;114055;1330000;10:08;159732;1307072;9:54;114365;1422586
NVDA;13/10/2017 14:09:21;10:09;2640000;16450000;10:09;3296853;16744613;9:54;2648626;16477390
NXPI;13/10/2017 14:09:27;10:09;169910;1560000;10:09;211209;1679160;9:54;171210;1521657
ORLY;13/10/2017 14:09:31;10:08;42133;1050000;10:08;93179;1375143;9:54;43188;1184424
PAYX;13/10/2017 14:09:35;10:09;152251;2190000;10:09;209828;2208896;9:54;152251;2115045
PCAR;13/10/2017 14:09:39;10:09;117048;1690000;10:09;425038;1636629;9:54;119723;1600684
PCLN;13/10/2017 14:09:42;10:08;25032;363531;10:08;49624;427736;9:54;25028;447798
PYPL;13/10/2017 14:09:46;10:09;1370000;6970000;10:09;2121345;7331030;9:54;1376744;6496193
QCOM;13/10/2017 14:09:49;10:09;700896;7700000;10:09;920672;8289407;9:54;701337;7421343
QVCA;13/10/2017 14:09:53;10:09;205706;3860000;10:09;309739;3727478;9:54;206561;3982285
REGN;13/10/2017 14:09:57;10:09;42450;837981;10:09;69102;742804;9:54;42451;746443
ROST;13/10/2017 14:10:02;10:09;254271;2790000;10:09;353271;3492727;9:55;255830;3378322
SBAC;13/10/2017 14:10:05;10:09;69164;2030000;10:09;88920;1483024;9:55;70364;1663768
SBUX;13/10/2017 14:10:11;10:10;801038;8580000;10:10;1052043;10153284;9:55;811718;9046864
SIRI;13/10/2017 14:10:15;NA;181350000;121630000;10:10;1384154;17494256;9:55;743051;16016709
SRCL;13/10/2017 14:10:19;10:07;34070;647076;10:07;38693;745846;9:55;34070;797724
STX;13/10/2017 14:10:26;10:10;680870;4850000;10:10;890284;5475684;9:55;684499;4651885
SWKS;13/10/2017 14:10:30;10:09;72507;1500000;10:09;114662;1606075;9:55;72507;1450730
SYMC;13/10/2017 14:10:34;10:10;234374;6050000;10:10;371415;6716566;9:55;234411;6754520
TMUS;13/10/2017 14:10:38;10:10;160253;3870000;10:10;231023;3604952;9:55;160253;3243671
TRIP;13/10/2017 14:10:42;10:10;113647;2560000;10:10;240594;2984590;9:55;113822;3170821
TSCO;13/10/2017 14:10:46;10:10;229566;1820000;10:10;342592;2228335;9:55;229576;2002796
TSLA;13/10/2017 14:10:50;10:10;717078;5690000;10:10;874690;6039986;9:55;717999;5644646
TXN;13/10/2017 14:10:54;10:10;323500;3970000;10:10;425138;4014656;9:55;323400;3884676
ULTA;13/10/2017 14:10:58;10:10;586691;1250000;10:10;850766;1360760;9:55;589245;1402534
VIAB;13/10/2017 14:11:01;10:10;1520000;5360000;10:10;2036082;5357960;9:55;1523589;5508810
VOD;13/10/2017 14:11:05;10:10;631849;2660000;10:10;728591;2603050;9:56;632799;2667783
VRTX;13/10/2017 14:11:24;10:11;145445;1540000;10:11;194417;1835249;9:56;145345;1360234
WBA;13/10/2017 14:11:28;10:11;574783;6970000;10:11;824242;5806023;9:56;579868;5914845
WDC;13/10/2017 14:11:35;10:11;618568;4270000;10:11;774105;4139024;9:56;618707;4193277
WFM;13/10/2017 14:11:38;NA;0;6390000;NA;NA;NA;NA;NA;NA
XLNX;13/10/2017 14:11:42;10:11;185962;2160000;10:11;270639;2378466;9:56;189202;2195203
AABA;13/10/2017 17:35:45;13:33;1900000;6730000;13:18;1904600;6475243;13:33;1990363;6391570
AAL;13/10/2017 17:35:49;NA;4680000;4630000;13:18;1671080;5946487;13:33;1730598;5834535
AAPL;13/10/2017 17:35:52;13:33;10410000;28860000;13:18;10414949;27913972;13:33;10629163;27339878
ADBE;13/10/2017 17:35:56;13:33;992004;2610000;13:18;992004;2143784;13:33;1039239;2059329
ADI;13/10/2017 17:35:59;13:32;10000000;2400000;13:18;1001061;2308313;13:32;1029676;2257926
ADP;13/10/2017 17:36:03;13:33;443013;2630000;13:18;443013;4103369;13:33;466614;4590166
ADSK;13/10/2017 17:36:07;13:33;544503;1820000;13:18;544503;1889001;13:33;563438;1796521
AKAM;13/10/2017 17:36:13;13:33;427820;1620000;13:19;427920;1592842;13:34;483244;1911213
ALXN;13/10/2017 17:36:16;13:33;362984;1560000;13:19;362989;1462372;13:33;388979;1553300
AMAT;13/10/2017 17:36:20;13:34;5760000;10820000;13:19;5758438;10340496;13:34;5927915;10181586
AMGN;13/10/2017 17:36:26;13:33;1120000;2670000;13:19;1123780;2368641;13:33;1169718;2500587
AMZN;13/10/2017 17:36:29;13:34;1340000;2990000;13:19;1337439;3105335;13:34;1375879;3382040
ATVI;13/10/2017 17:36:32;13:34;3630000;6060000;13:19;3604904;5999521;13:34;3766223;5808538
AVGO;13/10/2017 17:36:36;13:34;727078;2520000;13:19;727097;2567212;13:34;754431;2444020
BATRA;13/10/2017 17:36:40;13:33;10413;50638;13:19;10413;47254;13:33;10999;59870
BATRK;13/10/2017 17:36:43;13:34;52590;132001;13:19;52590;134134;13:34;57910;169406
BBBY;13/10/2017 17:36:47;13:34;1340000;4940000;13:19;1338552;3912597;13:34;1395847;4278696
BIDU;13/10/2017 17:36:50;13:34;1380000;2520000;13:19;1377008;2613754;13:34;1402973;2916521
BIIB;13/10/2017 17:36:54;13:34;645850;1300000;13:19;645850;1199324;13:34;701548;1261390
BMRN;13/10/2017 17:36:59;13:34;391298;1320000;13:19;391298;1316057;13:34;398974;1316367
CA;13/10/2017 17:37:03;13:34;432055;1490000;13:19;432255;1940262;13:34;445916;2354332
CELG;13/10/2017 17:37:06;13:34;3020000;4020000;13:19;3021996;3608971;13:34;3176385;3626889
CERN;13/10/2017 17:37:09;13:34;1150000;2230000;13:20;1145827;1956378;13:34;1176668;1859973
CHKP;13/10/2017 17:37:17;13:34;424998;683396;13:20;424999;693105;13:34;439412;845364
CHTR;13/10/2017 17:37:21;ParkSANTRY;NA;NA;13:20;1389853;1790354;13:34;1466836;1798495
CMCSA;13/10/2017 17:37:24;13:35;28620000;26340000;13:20;28626373;21486703;13:35;29600592;20905710
COST;13/10/2017 17:37:27;13:35;1840000;3480000;13:20;1840004;3366492;13:35;1916803;3553501
CSCO;13/10/2017 17:37:31;13:35;5870000;19170000;13:20;5870132;20494625;13:35;6149096;19616303
CSX;13/10/2017 17:37:34;13:35;1960000;5450000;13:20;1964925;5744376;13:35;2052307;6991933
CTRP;13/10/2017 17:37:37;13:35;966126;4250000;13:20;966126;4634391;13:35;1011221;4229803
CTSH;13/10/2017 17:37:41;13:35;682872;2650000;13:20;682872;2830606;13:35;730273;2990813
CTXS;13/10/2017 17:37:44;13:35;465125;1490000;13:20;465125;1502398;13:35;618410;1419447
DISCA;13/10/2017 17:37:47;13:35;3200000;3660000;13:20;3203624;3701809;13:35;3450208;4419536
DISCK;13/10/2017 17:37:51;13:35;1810000;2670000;13:20;1814376;2651250;13:35;1865580;2814826
DISH;13/10/2017 17:37:54;13:35;3210000;2180000;13:20;3205363;2017422;13:35;3677435;1995969
DLTR;13/10/2017 17:37:57;13:35;955857;2220000;13:20;955857;2694943;13:35;986489;2608164
EA;13/10/2017 17:38:01;13:35;900975;2220000;13:20;901412;2110259;13:35;943551;2334095
EBAY;13/10/2017 17:38:16;NA;NA;NA;13:21;4480073;7211185;13:35;4633858;8058592
ENDP;13/10/2017 17:38:19;NA;0;12708;13:21;2922706;6628954;13:36;3032058;6055033
ESRX;13/10/2017 17:38:22;13:36;1550000;3640000;13:21;1550442;3259451;13:36;1626002;3206644
EXPE;13/10/2017 17:38:26;13:36;945916;1790000;13:21;945916;1943923;13:36;995781;1882746
FAST;13/10/2017 17:38:29;13:36;1440000;2680000;13:21;1444459;2600095;13:36;1547653;2962253
FB;13/10/2017 17:38:33;13:36;8490000;14370000;13:21;8499682;13501586;13:36;8712353;15857487
FISV;13/10/2017 17:38:36;13:36;359368;815248;13:21;359374;764898;13:36;369555;768056
FOX;13/10/2017 17:38:40;is;NA;NA;13:21;3084892;2645921;13:36;3157580;2542049
FOXA;13/10/2017 17:38:45;13:36;4560000;7580000;13:21;4560870;6961373;13:36;4677953;7605123
GILD;13/10/2017 17:38:49;13:36;3430000;9620000;13:21;3427851;9590980;13:36;3516737;9321046
GOOG;13/10/2017 17:38:52;13:35;624562;1330000;13:21;624689;1265638;13:35;637931;1424526
GOOGL;13/10/2017 17:38:57;13:36;759194;1470000;13:21;759194;1438218;13:36;777101;1618635
HSIC;13/10/2017 17:39:00;13:36;331117;1480000;13:21;331186;1396653;13:36;337063;1223187
ILMN;13/10/2017 17:39:04;13:36;226587;737568;13:21;226587;769989;13:36;229365;881261
INCY;13/10/2017 17:39:08;13:36;542764;1940000;13:21;542764;1569756;13:36;580955;1475876
INTC;13/10/2017 17:39:13;13:36;7060000;22750000;13:22;7060994;21823121;13:37;7206924;22190283
INTU;13/10/2017 17:39:16;13:36;468231;1370000;13:22;468459;1349187;13:36;487686;1291556
ISRG;13/10/2017 17:39:20;13:36;364675;754889;13:22;364675;806244;13:36;377792;919923
JD;13/10/2017 17:39:25;13:37;9160000;13600000;13:22;9159983;14337108;13:37;9612869;13075984
KHC;13/10/2017 17:39:28;13:37;1770000;3390000;13:22;1771349;3239725;13:37;1899690;3087506
LBTYA;13/10/2017 17:39:32;13:36;480878;2330000;13:22;481078;2175119;13:36;507538;2090332
LBTYK;13/10/2017 17:39:35;13:36;1490000;3260000;13:22;1489165;NA;13:36;1543834;2821703
LLTC;13/10/2017 17:39:41;NA;NA;NA;NA;NA;NA;NA;NA;NA
LMCA;13/10/2017 17:39:47;16:00;0;357056;NA;NA;NA;NA;NA;NA
LMCK;13/10/2017 17:39:50;NA;NA;NA;NA;NA;NA;NA;NA;NA
LRCX;13/10/2017 17:39:53;13:37;884847;1910000;13:22;887329;2001784;13:37;918211;2138914
LVNTA;13/10/2017 17:39:56;13:33;386843;563945;13:22;386843;533622;13:33;398835;583367
MAR;13/10/2017 17:40:04;13:37;917112;2230000;13:22;917112;2297950;13:37;963582;2131140
MAT;13/10/2017 17:40:08;13:37;3510000;8170000;13:22;3515747;7221806;13:37;3584330;7548581
MDLZ;13/10/2017 17:40:13;13:37;1950000;9240000;13:23;1951282;8975180;13:37;2012397;8341547
MELI;13/10/2017 17:40:16;13:38;944199;711596;13:23;944199;850000;13:38;980882;811793
MNST;13/10/2017 17:40:22;NA;NA;NA;13:23;391992;1918229;13:37;500504;1856035
MSFT;13/10/2017 17:40:25;13:37;7190000;17930000;13:23;7190405;17683799;13:37;7391083;19967098
MU;13/10/2017 17:40:28;13:38;23230000;37320000;13:23;23226076;31665064;13:38;23775715;30723946
MXIM;13/10/2017 17:40:32;13:37;475855;1770000;13:23;475955;1858234;13:37;489677;2026895
MYL;13/10/2017 17:40:35;is;NA;NA;13:23;3039329;8134935;13:37;3120595;7136870
NCLH;13/10/2017 17:40:39;13:38;2140000;3210000;13:23;2137936;2905333;13:38;2296513;2476684
NFLX;13/10/2017 17:40:42;13:38;8850000;6700000;13:23;8849227;6396312;13:38;9010235;7345480
NTAP;13/10/2017 17:40:46;13:38;784868;2900000;13:23;784868;2970536;13:38;817405;3162407
NTES;13/10/2017 17:40:50;13:38;529435;1330000;13:23;529435;1422586;13:38;551308;1307072
NVDA;13/10/2017 17:40:54;13:38;10700000;16450000;13:23;10702029;16477390;13:38;10985330;16744613
NXPI;13/10/2017 17:40:59;13:38;652262;1560000;13:23;652262;1521657;13:38;683872;1679160
ORLY;13/10/2017 17:41:02;13:38;503654;1050000;13:23;504450;1184424;13:38;517835;1375143
PAYX;13/10/2017 17:41:07;13:38;980948;2190000;13:23;982963;2115045;13:38;1006475;2208896
PCAR;13/10/2017 17:41:12;13:38;1360000;1690000;13:24;1357417;1600684;13:38;1389683;1636629
PCLN;13/10/2017 17:41:16;13:36;186255;363531;13:24;186255;447798;13:36;195586;427736
PYPL;13/10/2017 17:41:19;13:38;5490000;6970000;13:24;5496150;6496193;13:38;5665297;7331030
QCOM;13/10/2017 17:41:22;13:39;3130000;7700000;13:24;3125229;7421343;13:39;3255983;8290338
QVCA;13/10/2017 17:41:27;13:39;1130000;3860000;13:24;1126466;3982285;13:39;1174161;3727478
REGN;13/10/2017 17:41:31;13:39;326379;837981;13:24;327917;746443;13:39;360485;742804
ROST;13/10/2017 17:41:35;13:39;1180000;2790000;13:24;1184448;3378322;13:39;1240226;3492727
SBAC;13/10/2017 17:41:38;13:39;455364;2030000;13:24;455364;1663768;13:39;465586;1483024
SBUX;13/10/2017 17:41:41;13:39;3030000;8580000;13:24;3027229;9046864;13:39;3236939;10153284
SIRI;13/10/2017 17:41:45;NA;181350000;121630000;13:24;4425459;16016709;13:39;4474815;17494256
SRCL;13/10/2017 17:41:49;13:39;209812;647076;13:24;209834;797724;13:39;216632;745846
STX;13/10/2017 17:41:56;13:39;2090000;4850000;13:24;2085709;4651885;13:39;2112757;5475684
SWKS;13/10/2017 17:42:00;13:38;685193;1500000;13:24;685293;1450730;13:38;702517;1606075
SYMC;13/10/2017 17:42:04;13:39;1460000;6050000;13:24;1461715;6754520;13:39;1582601;6716566
TMUS;13/10/2017 17:42:08;13:39;1450000;3870000;13:24;1450749;3243671;13:39;1621950;3604952
TRIP;13/10/2017 17:42:13;13:39;1040000;2560000;13:25;1044038;3170821;13:39;1076964;2984590
TSCO;13/10/2017 17:42:21;13:39;1340000;1820000;13:25;1344662;2002796;13:39;1392465;2228335
TSLA;13/10/2017 17:42:27;13:39;2470000;5690000;13:25;2472154;5644646;13:39;2510764;6039986
TXN;13/10/2017 17:42:31;13:40;1450000;3970000;13:25;1448696;3884676;13:40;1477510;4014656
ULTA;13/10/2017 17:42:35;13:40;2290000;1250000;13:25;2288637;1402534;13:40;2334332;1360760
VIAB;13/10/2017 17:42:47;13:40;5870000;5360000;13:25;5872706;5508810;13:40;6200922;5357960
VOD;13/10/2017 17:42:51;13:40;1770000;2660000;13:25;1767212;2667783;13:40;1797357;2603050
VRTX;13/10/2017 17:42:56;13:40;467925;1540000;13:25;467940;1360234;13:40;558290;1835249
WBA;13/10/2017 17:42:59;13:40;3300000;6970000;13:25;3296830;5914845;13:40;3456701;5806023
WDC;13/10/2017 17:43:06;13:40;2060000;4270000;13:25;2064784;4193277;13:40;2114568;4139024
WFM;13/10/2017 17:43:09;NA;0;6390000;NA;NA;NA;NA;NA;NA
XLNX;13/10/2017 17:43:13;13:40;824315;2160000;13:26;824315;2195203;13:40;872398;2378466
AABA;13/10/2017 17:54:38;13:52;2030000;6730000;13:37;2031213;6475243;13:52;2168085;6391570
AAL;13/10/2017 17:54:42;NA;4680000;4630000;13:37;1744326;5946487;13:52;1822279;5834535
AAPL;13/10/2017 17:54:46;13:52;10700000;28860000;13:37;10697495;27913972;13:52;10989788;27339878
ADBE;13/10/2017 17:54:50;13:52;1050000;2610000;13:37;1050139;2143784;13:52;1087086;2059329
ADI;13/10/2017 17:54:54;13:52;1040000;2400000;13:37;1036648;2308313;13:52;1063681;2257926
ADP;13/10/2017 17:54:58;13:51;469974;2630000;13:37;470087;4103369;13:51;494360;4590166
ADSK;13/10/2017 17:55:01;13:52;567989;1820000;13:37;567889;1889001;13:52;598016;1796521
AKAM;13/10/2017 17:55:05;13:52;487340;1620000;13:37;487342;1592842;13:52;503254;1911213
ALXN;13/10/2017 17:55:09;13:51;389226;1560000;13:38;389326;1462372;13:53;405219;1553300
AMAT;13/10/2017 17:55:12;13:52;5990000;10820000;13:38;5987466;10340496;13:52;6256901;10181586
AMGN;13/10/2017 17:57:32;13:52;1180000;2670000;13:38;1177999;2368641;13:55;1220443;2500198
AMZN;13/10/2017 17:57:38;13:55;1390000;2990000;13:40;1390555;3105335;13:55;1426961;3382040
ATVI;13/10/2017 17:57:41;13:55;3810000;6060000;13:40;3807131;5999521;13:55;3926986;5808538
AVGO;13/10/2017 17:57:44;13:55;766767;2520000;13:40;766767;2567212;13:55;796679;2443520
BATRA;13/10/2017 17:57:48;13:33;11023;50638;13:40;11023;47254;13:33;10999;59870
BATRK;13/10/2017 17:57:52;13:55;59943;132001;13:40;62043;134134;13:55;65349;169406
BBBY;13/10/2017 17:57:55;13:55;1410000;4940000;13:40;1412932;3912597;13:55;1463167;4278696
BIDU;13/10/2017 17:58:00;13:55;1410000;2520000;13:40;1414114;2613754;13:55;1443859;2916521
